alert_id,alert_type,alert_name,severity,timestamp,reference_id,message,resolved
ALT-148,A2,재고 커버리지 부족,HIGH,2025-04-02,RM-ALM-01,알루미늄 잉곳 (Aluminum Ingot) 재고일수 4.4일. 현재고: 87.3톤,False
ALT-149,A2,재고 커버리지 부족,HIGH,2025-04-03,RM-ALM-01,알루미늄 잉곳 (Aluminum Ingot) 재고일수 3.4일. 현재고: 68.2톤,True
ALT-150,A2,재고 커버리지 부족,HIGH,2025-04-04,RM-ALM-01,알루미늄 잉곳 (Aluminum Ingot) 재고일수 2.3일. 현재고: 45.4톤,True
ALT-151,A2,재고 커버리지 부족,HIGH,2025-04-10,RM-ALM-01,알루미늄 잉곳 (Aluminum Ingot) 재고일수 4.4일. 현재고: 87.8톤,False
ALT-152,A2,재고 커버리지 부족,HIGH,2025-04-11,RM-ALM-01,알루미늄 잉곳 (Aluminum Ingot) 재고일수 3.4일. 현재고: 68.6톤,True
ALT-153,A2,재고 커버리지 부족,HIGH,2025-04-12,RM-ALM-01,알루미늄 잉곳 (Aluminum Ingot) 재고일수 2.3일. 현재고: 45.5톤,True
ALT-154,A2,재고 커버리지 부족,CRITICAL,2025-04-13,RM-ALM-01,알루미늄 잉곳 (Aluminum Ingot) 재고일수 1.4일. 현재고: 27.4톤,False
ALT-155,A2,재고 커버리지 부족,CRITICAL,2025-04-14,RM-ALM-01,알루미늄 잉곳 (Aluminum Ingot) 재고일수 0.6일. 현재고: 11.2톤,True
ALT-156,A2,재고 커버리지 부족,CRITICAL,2025-04-15,RM-ALM-01,알루미늄 잉곳 (Aluminum Ingot) 재고일수 0.0일. 현재고: 0.0톤,False
ALT-157,A2,재고 커버리지 부족,CRITICAL,2025-04-16,RM-ALM-01,알루미늄 잉곳 (Aluminum Ingot) 재고일수 0.0일. 현재고: 0.0톤,False
ALT-158,A2,재고 커버리지 부족,CRITICAL,2025-04-17,RM-ALM-01,알루미늄 잉곳 (Aluminum Ingot) 재고일수 0.0일. 현재고: 0.0톤,False
ALT-159,A2,재고 커버리지 부족,CRITICAL,2025-04-18,RM-ALM-01,알루미늄 잉곳 (Aluminum Ingot) 재고일수 0.0일. 현재고: 0.0톤,True
ALT-160,A2,재고 커버리지 부족,CRITICAL,2025-04-19,RM-ALM-01,알루미늄 잉곳 (Aluminum Ingot) 재고일수 0.0일. 현재고: 0.0톤,True
ALT-161,A2,재고 커버리지 부족,CRITICAL,2025-04-20,RM-ALM-01,알루미늄 잉곳 (Aluminum Ingot) 재고일수 0.0일. 현재고: 0.0톤,True
ALT-162,A2,재고 커버리지 부족,HIGH,2025-05-02,RM-CPR-01,전해동판 (Copper Cathode) 재고일수 4.9일. 현재고: 39.4톤,True
ALT-163,A2,재고 커버리지 부족,HIGH,2025-05-03,RM-CPR-01,전해동판 (Copper Cathode) 재고일수 4.1일. 현재고: 32.6톤,True
ALT-164,A2,재고 커버리지 부족,HIGH,2025-05-07,RM-CPR-01,전해동판 (Copper Cathode) 재고일수 4.4일. 현재고: 35.4톤,False
ALT-165,A2,재고 커버리지 부족,HIGH,2025-05-08,RM-CPR-01,전해동판 (Copper Cathode) 재고일수 3.4일. 현재고: 26.9톤,True
ALT-166,A2,재고 커버리지 부족,HIGH,2025-05-09,RM-CPR-01,전해동판 (Copper Cathode) 재고일수 2.5일. 현재고: 19.8톤,False
ALT-167,A2,재고 커버리지 부족,HIGH,2025-05-14,RM-CPR-01,전해동판 (Copper Cathode) 재고일수 4.8일. 현재고: 38.8톤,True
ALT-168,A2,재고 커버리지 부족,HIGH,2025-05-15,RM-CPR-01,전해동판 (Copper Cathode) 재고일수 3.7일. 현재고: 29.6톤,False
ALT-169,A2,재고 커버리지 부족,HIGH,2025-05-16,RM-CPR-01,전해동판 (Copper Cathode) 재고일수 2.5일. 현재고: 20.4톤,False
ALT-170,A2,재고 커버리지 부족,CRITICAL,2025-05-17,RM-CPR-01,전해동판 (Copper Cathode) 재고일수 1.4일. 현재고: 11.2톤,True
ALT-171,A2,재고 커버리지 부족,HIGH,2025-03-16,RM-PLS-01,PE 수지 (Polyethylene) 재고일수 4.8일. 현재고: 143.1톤,True
ALT-172,A2,재고 커버리지 부족,HIGH,2025-03-17,RM-PLS-01,PE 수지 (Polyethylene) 재고일수 3.8일. 현재고: 113.4톤,False
ALT-173,A2,재고 커버리지 부족,HIGH,2025-03-18,RM-PLS-01,PE 수지 (Polyethylene) 재고일수 3.0일. 현재고: 88.9톤,False
ALT-174,A2,재고 커버리지 부족,CRITICAL,2025-03-19,RM-PLS-01,PE 수지 (Polyethylene) 재고일수 1.9일. 현재고: 56.8톤,False
ALT-175,A2,재고 커버리지 부족,CRITICAL,2025-03-20,RM-PLS-01,PE 수지 (Polyethylene) 재고일수 1.0일. 현재고: 31.3톤,True
ALT-176,A2,재고 커버리지 부족,CRITICAL,2025-03-21,RM-PLS-01,PE 수지 (Polyethylene) 재고일수 0.0일. 현재고: 0.0톤,True
ALT-177,A2,재고 커버리지 부족,CRITICAL,2025-03-22,RM-PLS-01,PE 수지 (Polyethylene) 재고일수 0.0일. 현재고: 0.0톤,False
ALT-178,A2,재고 커버리지 부족,CRITICAL,2025-03-23,RM-PLS-01,PE 수지 (Polyethylene) 재고일수 0.0일. 현재고: 0.0톤,False
ALT-179,A2,재고 커버리지 부족,CRITICAL,2025-03-24,RM-PLS-01,PE 수지 (Polyethylene) 재고일수 0.0일. 현재고: 0.0톤,True
ALT-180,A2,재고 커버리지 부족,CRITICAL,2025-03-25,RM-PLS-01,PE 수지 (Polyethylene) 재고일수 0.0일. 현재고: 0.0톤,False
ALT-181,A2,재고 커버리지 부족,CRITICAL,2025-03-26,RM-PLS-01,PE 수지 (Polyethylene) 재고일수 0.0일. 현재고: 0.0톤,True
ALT-182,A2,재고 커버리지 부족,CRITICAL,2025-03-27,RM-PLS-01,PE 수지 (Polyethylene) 재고일수 0.0일. 현재고: 0.0톤,True
ALT-183,A2,재고 커버리지 부족,CRITICAL,2025-03-28,RM-PLS-01,PE 수지 (Polyethylene) 재고일수 0.0일. 현재고: 0.0톤,True
ALT-184,A2,재고 커버리지 부족,CRITICAL,2025-03-29,RM-PLS-01,PE 수지 (Polyethylene) 재고일수 0.0일. 현재고: 0.0톤,True
ALT-185,A2,재고 커버리지 부족,CRITICAL,2025-03-30,RM-PLS-01,PE 수지 (Polyethylene) 재고일수 0.0일. 현재고: 0.0톤,False
ALT-186,A2,재고 커버리지 부족,CRITICAL,2025-03-31,RM-PLS-01,PE 수지 (Polyethylene) 재고일수 0.0일. 현재고: 0.0톤,True
ALT-187,A2,재고 커버리지 부족,CRITICAL,2025-04-01,RM-PLS-01,PE 수지 (Polyethylene) 재고일수 0.0일. 현재고: 0.0톤,True
ALT-188,A2,재고 커버리지 부족,HIGH,2025-04-04,RM-PLS-01,PE 수지 (Polyethylene) 재고일수 4.1일. 현재고: 122.1톤,False
ALT-189,A2,재고 커버리지 부족,HIGH,2025-04-05,RM-PLS-01,PE 수지 (Polyethylene) 재고일수 3.0일. 현재고: 90.0톤,False
ALT-190,A2,재고 커버리지 부족,CRITICAL,2025-04-06,RM-PLS-01,PE 수지 (Polyethylene) 재고일수 2.0일. 현재고: 60.8톤,False
ALT-191,A2,재고 커버리지 부족,CRITICAL,2025-04-07,RM-PLS-01,PE 수지 (Polyethylene) 재고일수 1.2일. 현재고: 35.1톤,False
ALT-192,A2,재고 커버리지 부족,CRITICAL,2025-04-08,RM-PLS-01,PE 수지 (Polyethylene) 재고일수 0.3일. 현재고: 10.0톤,True
ALT-193,A2,재고 커버리지 부족,CRITICAL,2025-04-09,RM-PLS-01,PE 수지 (Polyethylene) 재고일수 0.0일. 현재고: 0.0톤,False
ALT-194,A2,재고 커버리지 부족,HIGH,2025-04-16,RM-PLS-01,PE 수지 (Polyethylene) 재고일수 4.1일. 현재고: 122.5톤,False
ALT-195,A2,재고 커버리지 부족,HIGH,2025-04-17,RM-PLS-01,PE 수지 (Polyethylene) 재고일수 2.9일. 현재고: 88.2톤,False
ALT-196,A2,재고 커버리지 부족,CRITICAL,2025-04-18,RM-PLS-01,PE 수지 (Polyethylene) 재고일수 2.0일. 현재고: 60.7톤,True
ALT-197,A2,재고 커버리지 부족,CRITICAL,2025-04-19,RM-PLS-01,PE 수지 (Polyethylene) 재고일수 1.0일. 현재고: 31.4톤,True
ALT-198,A2,재고 커버리지 부족,CRITICAL,2025-04-20,RM-PLS-01,PE 수지 (Polyethylene) 재고일수 0.0일. 현재고: 0.1톤,False
ALT-199,A2,재고 커버리지 부족,CRITICAL,2025-04-21,RM-PLS-01,PE 수지 (Polyethylene) 재고일수 0.0일. 현재고: 0.0톤,True
ALT-200,A2,재고 커버리지 부족,CRITICAL,2025-04-22,RM-PLS-01,PE 수지 (Polyethylene) 재고일수 0.0일. 현재고: 0.0톤,False
ALT-201,A2,재고 커버리지 부족,CRITICAL,2025-04-23,RM-PLS-01,PE 수지 (Polyethylene) 재고일수 0.0일. 현재고: 0.0톤,False
ALT-202,A2,재고 커버리지 부족,CRITICAL,2025-04-24,RM-PLS-01,PE 수지 (Polyethylene) 재고일수 0.0일. 현재고: 0.0톤,False
ALT-203,A2,재고 커버리지 부족,HIGH,2025-04-25,RM-PLS-01,PE 수지 (Polyethylene) 재고일수 2.9일. 현재고: 85.6톤,False
ALT-204,A2,재고 커버리지 부족,CRITICAL,2025-04-26,RM-PLS-01,PE 수지 (Polyethylene) 재고일수 1.7일. 현재고: 51.1톤,False
ALT-205,A2,재고 커버리지 부족,CRITICAL,2025-04-27,RM-PLS-01,PE 수지 (Polyethylene) 재고일수 0.7일. 현재고: 22.2톤,True
ALT-206,A2,재고 커버리지 부족,CRITICAL,2025-04-28,RM-PLS-01,PE 수지 (Polyethylene) 재고일수 0.0일. 현재고: 0.0톤,False
ALT-207,A2,재고 커버리지 부족,HIGH,2025-04-29,RM-PLS-01,PE 수지 (Polyethylene) 재고일수 2.8일. 현재고: 84.2톤,False
ALT-208,A2,재고 커버리지 부족,CRITICAL,2025-04-30,RM-PLS-01,PE 수지 (Polyethylene) 재고일수 1.8일. 현재고: 53.1톤,True
ALT-209,A2,재고 커버리지 부족,CRITICAL,2025-05-01,RM-PLS-01,PE 수지 (Polyethylene) 재고일수 0.7일. 현재고: 19.7톤,True
ALT-210,A2,재고 커버리지 부족,CRITICAL,2025-05-02,RM-PLS-01,PE 수지 (Polyethylene) 재고일수 0.0일. 현재고: 0.0톤,True
ALT-211,A2,재고 커버리지 부족,CRITICAL,2025-05-03,RM-PLS-01,PE 수지 (Polyethylene) 재고일수 0.0일. 현재고: 0.0톤,False
ALT-212,A2,재고 커버리지 부족,CRITICAL,2025-05-04,RM-PLS-01,PE 수지 (Polyethylene) 재고일수 0.0일. 현재고: 0.0톤,True
ALT-213,A2,재고 커버리지 부족,CRITICAL,2025-05-05,RM-PLS-01,PE 수지 (Polyethylene) 재고일수 0.0일. 현재고: 0.0톤,False
ALT-214,A2,재고 커버리지 부족,HIGH,2025-05-07,RM-PLS-01,PE 수지 (Polyethylene) 재고일수 4.9일. 현재고: 147.6톤,True
ALT-215,A2,재고 커버리지 부족,HIGH,2025-05-08,RM-PLS-01,PE 수지 (Polyethylene) 재고일수 4.1일. 현재고: 121.9톤,True
ALT-216,A2,재고 커버리지 부족,HIGH,2025-02-23,CP-PCB-01,PCB 기판 (Printed Circuit Board) 재고일수 4.6일. 현재고: 2311.1매,False
ALT-217,A2,재고 커버리지 부족,HIGH,2025-02-24,CP-PCB-01,PCB 기판 (Printed Circuit Board) 재고일수 3.5일. 현재고: 1733.1매,True
ALT-218,A2,재고 커버리지 부족,HIGH,2025-02-25,CP-PCB-01,PCB 기판 (Printed Circuit Board) 재고일수 2.4일. 현재고: 1198.0매,False
ALT-219,A2,재고 커버리지 부족,CRITICAL,2025-02-26,CP-PCB-01,PCB 기판 (Printed Circuit Board) 재고일수 1.6일. 현재고: 786.1매,False
ALT-220,A3,생산 라인 스톱 위험,CRITICAL,2025-03-25,RM-PLS-01,PE 수지 (Polyethylene) 재고 부족으로 생산 중단 위험. 커버리지: 0.0%,False
ALT-221,A3,생산 라인 스톱 위험,CRITICAL,2025-03-27,RM-ALM-01,알루미늄 잉곳 (Aluminum Ingot) 재고 부족으로 생산 중단 위험. 커버리지: 19.6%,True
ALT-222,A3,생산 라인 스톱 위험,CRITICAL,2025-03-17,RM-ALM-01,알루미늄 잉곳 (Aluminum Ingot) 재고 부족으로 생산 중단 위험. 커버리지: 0.0%,False
ALT-223,A3,생산 라인 스톱 위험,CRITICAL,2025-04-29,RM-PLS-01,PE 수지 (Polyethylene) 재고 부족으로 생산 중단 위험. 커버리지: 20.0%,False
ALT-224,A3,생산 라인 스톱 위험,CRITICAL,2025-03-27,RM-PLS-01,PE 수지 (Polyethylene) 재고 부족으로 생산 중단 위험. 커버리지: 0.0%,False
ALT-225,A3,생산 라인 스톱 위험,CRITICAL,2025-03-28,RM-PLS-01,PE 수지 (Polyethylene) 재고 부족으로 생산 중단 위험. 커버리지: 0.0%,True
ALT-226,A3,생산 라인 스톱 위험,CRITICAL,2025-03-24,RM-ALM-01,알루미늄 잉곳 (Aluminum Ingot) 재고 부족으로 생산 중단 위험. 커버리지: 12.4%,False
ALT-227,A3,생산 라인 스톱 위험,CRITICAL,2025-04-08,RM-PLS-01,PE 수지 (Polyethylene) 재고 부족으로 생산 중단 위험. 커버리지: 2.4%,False
ALT-228,A3,생산 라인 스톱 위험,CRITICAL,2025-05-17,RM-CPR-01,전해동판 (Copper Cathode) 재고 부족으로 생산 중단 위험. 커버리지: 10.0%,False
ALT-229,A3,생산 라인 스톱 위험,CRITICAL,2025-03-26,RM-PLS-01,PE 수지 (Polyethylene) 재고 부족으로 생산 중단 위험. 커버리지: 0.0%,False
ALT-230,A3,생산 라인 스톱 위험,CRITICAL,2025-03-31,RM-STL-01,열연강판 (Hot-Rolled Steel) 재고 부족으로 생산 중단 위험. 커버리지: 16.4%,False
ALT-231,A3,생산 라인 스톱 위험,CRITICAL,2025-04-19,RM-ALM-01,알루미늄 잉곳 (Aluminum Ingot) 재고 부족으로 생산 중단 위험. 커버리지: 0.0%,True
ALT-232,A3,생산 라인 스톱 위험,CRITICAL,2025-03-29,RM-ALM-01,알루미늄 잉곳 (Aluminum Ingot) 재고 부족으로 생산 중단 위험. 커버리지: 7.4%,True
ALT-233,A3,생산 라인 스톱 위험,CRITICAL,2025-04-28,RM-PLS-01,PE 수지 (Polyethylene) 재고 부족으로 생산 중단 위험. 커버리지: 0.0%,False
ALT-234,A3,생산 라인 스톱 위험,CRITICAL,2025-03-21,RM-PLS-01,PE 수지 (Polyethylene) 재고 부족으로 생산 중단 위험. 커버리지: 0.0%,False
ALT-235,A3,생산 라인 스톱 위험,CRITICAL,2025-04-23,RM-PLS-01,PE 수지 (Polyethylene) 재고 부족으로 생산 중단 위험. 커버리지: 0.0%,True
ALT-236,A3,생산 라인 스톱 위험,CRITICAL,2025-03-28,RM-ALM-01,알루미늄 잉곳 (Aluminum Ingot) 재고 부족으로 생산 중단 위험. 커버리지: 13.1%,True
ALT-237,A3,생산 라인 스톱 위험,CRITICAL,2025-04-17,RM-PLS-01,PE 수지 (Polyethylene) 재고 부족으로 생산 중단 위험. 커버리지: 21.0%,True
ALT-238,A3,생산 라인 스톱 위험,CRITICAL,2025-04-05,RM-PLS-01,PE 수지 (Polyethylene) 재고 부족으로 생산 중단 위험. 커버리지: 21.4%,False
ALT-239,A3,생산 라인 스톱 위험,CRITICAL,2025-04-16,RM-ALM-01,알루미늄 잉곳 (Aluminum Ingot) 재고 부족으로 생산 중단 위험. 커버리지: 0.0%,True
ALT-240,A3,생산 라인 스톱 위험,CRITICAL,2025-03-24,RM-PLS-01,PE 수지 (Polyethylene) 재고 부족으로 생산 중단 위험. 커버리지: 0.0%,False
ALT-241,A3,생산 라인 스톱 위험,CRITICAL,2025-03-23,RM-PLS-01,PE 수지 (Polyethylene) 재고 부족으로 생산 중단 위험. 커버리지: 0.0%,False
ALT-242,A3,생산 라인 스톱 위험,CRITICAL,2025-04-18,RM-ALM-01,알루미늄 잉곳 (Aluminum Ingot) 재고 부족으로 생산 중단 위험. 커버리지: 0.0%,True
ALT-243,A3,생산 라인 스톱 위험,CRITICAL,2025-03-30,RM-ALM-01,알루미늄 잉곳 (Aluminum Ingot) 재고 부족으로 생산 중단 위험. 커버리지: 0.0%,False
ALT-244,A3,생산 라인 스톱 위험,CRITICAL,2025-04-27,RM-PLS-01,PE 수지 (Polyethylene) 재고 부족으로 생산 중단 위험. 커버리지: 5.3%,True
ALT-245,A3,생산 라인 스톱 위험,CRITICAL,2025-05-09,RM-CPR-01,전해동판 (Copper Cathode) 재고 부족으로 생산 중단 위험. 커버리지: 17.7%,False
ALT-246,A3,생산 라인 스톱 위험,CRITICAL,2025-03-22,RM-PLS-01,PE 수지 (Polyethylene) 재고 부족으로 생산 중단 위험. 커버리지: 0.0%,True
ALT-247,A3,생산 라인 스톱 위험,CRITICAL,2025-04-09,RM-PLS-01,PE 수지 (Polyethylene) 재고 부족으로 생산 중단 위험. 커버리지: 0.0%,False
ALT-248,A3,생산 라인 스톱 위험,CRITICAL,2025-04-18,RM-PLS-01,PE 수지 (Polyethylene) 재고 부족으로 생산 중단 위험. 커버리지: 14.4%,False
ALT-249,A3,생산 라인 스톱 위험,CRITICAL,2025-04-17,RM-ALM-01,알루미늄 잉곳 (Aluminum Ingot) 재고 부족으로 생산 중단 위험. 커버리지: 0.0%,True
ALT-250,A3,생산 라인 스톱 위험,CRITICAL,2025-03-20,RM-PLS-01,PE 수지 (Polyethylene) 재고 부족으로 생산 중단 위험. 커버리지: 7.5%,True
ALT-251,A3,생산 라인 스톱 위험,CRITICAL,2025-04-04,RM-ALM-01,알루미늄 잉곳 (Aluminum Ingot) 재고 부족으로 생산 중단 위험. 커버리지: 16.2%,False
ALT-252,A3,생산 라인 스톱 위험,CRITICAL,2025-03-19,RM-PLS-01,PE 수지 (Polyethylene) 재고 부족으로 생산 중단 위험. 커버리지: 13.5%,True
ALT-253,A3,생산 라인 스톱 위험,CRITICAL,2025-05-02,RM-PLS-01,PE 수지 (Polyethylene) 재고 부족으로 생산 중단 위험. 커버리지: 0.0%,False
ALT-254,A3,생산 라인 스톱 위험,CRITICAL,2025-04-07,RM-PLS-01,PE 수지 (Polyethylene) 재고 부족으로 생산 중단 위험. 커버리지: 8.3%,False
